kind	payoff
risky	69.0
risky	51.0
risky	89.0
risky	25.0
risky	73.0
risky	107.0
risky	25.0
risky	102.0
risky	40.0
risky	107.0
risky	66.0
risky	76.0
risky	66.0
risky	63.0
risky	33.0
risky	44.0
risky	69.0
risky	76.0
risky	40.0
risky	23.0
risky	80.0
risky	63.0
risky	97.0
risky	24.0
risky	102.0
risky	93.0
risky	31.0
risky	33.0
risky	56.0
risky	24.0
risky	36.0
risky	73.0
risky	56.0
risky	22.0
risky	73.0
risky	53.0
risky	112.0
risky	23.0
risky	89.0
risky	53.0
risky	44.0
risky	38.0
risky	89.0
risky	46.0
risky	44.0
risky	38.0
risky	44.0
risky	53.0
risky	73.0
risky	69.0
risky	34.0
risky	33.0
risky	31.0
risky	107.0
risky	107.0
risky	48.0
risky	25.0
risky	97.0
risky	56.0
risky	46.0
risky	102.0
risky	112.0
risky	53.0
risky	22.0
risky	40.0
risky	80.0
risky	46.0
risky	63.0
risky	26.0
risky	26.0
risky	34.0
risky	48.0
risky	89.0
risky	31.0
risky	28.0
risky	93.0
risky	24.0
risky	28.0
risky	34.0
risky	36.0
risky	26.0
risky	36.0
risky	102.0
risky	36.0
risky	38.0
risky	53.0
risky	93.0
risky	80.0
risky	38.0
risky	48.0
risky	107.0
risky	28.0
risky	33.0
risky	93.0
risky	97.0
risky	26.0
risky	22.0
risky	46.0
risky	80.0
risky	26.0
risky	76.0
risky	66.0
risky	48.0
risky	44.0
risky	34.0
risky	53.0
risky	38.0
risky	48.0
risky	76.0
risky	63.0
risky	53.0
risky	69.0
risky	23.0
risky	63.0
risky	66.0
risky	97.0
risky	44.0
risky	97.0
risky	46.0
risky	51.0
risky	46.0
risky	44.0
risky	56.0
risky	53.0
risky	63.0
risky	76.0
risky	28.0
risky	25.0
risky	28.0
risky	112.0
risky	66.0
risky	23.0
risky	44.0
risky	40.0
risky	34.0
risky	28.0
risky	36.0
risky	93.0
risky	73.0
risky	24.0
risky	66.0
risky	102.0
risky	102.0
risky	107.0
risky	38.0
risky	89.0
risky	31.0
risky	56.0
risky	73.0
risky	69.0
risky	89.0
risky	34.0
risky	24.0
risky	56.0
risky	102.0
risky	26.0
risky	107.0
risky	25.0
risky	33.0
risky	89.0
risky	48.0
risky	33.0
risky	36.0
risky	25.0
risky	63.0
risky	46.0
risky	31.0
risky	23.0
risky	25.0
risky	51.0
risky	112.0
risky	31.0
risky	76.0
risky	51.0
risky	73.0
risky	69.0
risky	22.0
risky	24.0
risky	23.0
risky	31.0
risky	89.0
risky	26.0
risky	40.0
risky	22.0
risky	73.0
risky	112.0
risky	34.0
risky	93.0
risky	33.0
risky	40.0
risky	80.0
risky	24.0
risky	107.0
risky	56.0
risky	22.0
risky	112.0
risky	80.0
risky	51.0
risky	69.0
risky	97.0
risky	40.0
risky	45.0
risky	15.0
risky	23.0
risky	93.0
risky	46.0
risky	26.0
risky	45.0
risky	55.0
risky	33.0
risky	66.0
risky	16.0
risky	26.0
risky	13.0
risky	22.0
risky	64.0
risky	40.0
risky	56.0
risky	15.0
risky	27.0
risky	66.0
risky	77.0
risky	66.0
risky	53.0
risky	22.0
risky	13.0
risky	16.0
risky	38.0
risky	19.0
risky	46.0
risky	80.0
risky	46.0
risky	38.0
risky	77.0
risky	19.0
risky	27.0
risky	53.0
risky	33.0
risky	33.0
risky	11.0
risky	19.0
risky	38.0
risky	11.0
risky	44.0
risky	26.0
risky	27.0
risky	19.0
risky	64.0
risky	28.0
risky	32.0
risky	80.0
risky	80.0
risky	40.0
risky	66.0
risky	15.0
risky	11.0
risky	22.0
risky	38.0
risky	45.0
risky	112.0
risky	44.0
risky	45.0
risky	22.0
risky	64.0
risky	31.0
risky	53.0
risky	32.0
risky	80.0
risky	56.0
risky	112.0
risky	38.0
risky	56.0
risky	13.0
risky	53.0
risky	31.0
risky	23.0
risky	38.0
risky	31.0
risky	93.0
risky	112.0
risky	93.0
risky	77.0
risky	31.0
risky	19.0
risky	46.0
risky	19.0
risky	16.0
risky	44.0
risky	26.0
risky	32.0
risky	33.0
risky	16.0
risky	77.0
risky	40.0
risky	40.0
risky	19.0
risky	38.0
risky	32.0
risky	64.0
risky	55.0
risky	93.0
risky	23.0
risky	28.0
risky	23.0
risky	38.0
risky	55.0
risky	28.0
risky	22.0
risky	13.0
risky	55.0
risky	56.0
risky	27.0
risky	28.0
risky	22.0
risky	22.0
risky	112.0
risky	19.0
risky	22.0
risky	11.0
risky	44.0
risky	19.0
risky	23.0
risky	28.0
risky	55.0
risky	66.0
risky	11.0
risky	112.0
risky	40.0
risky	38.0
risky	26.0
risky	22.0
risky	11.0
risky	32.0
risky	22.0
risky	19.0
risky	93.0
risky	31.0
risky	56.0
risky	64.0
risky	66.0
risky	13.0
risky	28.0
risky	28.0
risky	46.0
risky	19.0
risky	38.0
risky	15.0
risky	38.0
risky	11.0
risky	19.0
risky	55.0
risky	66.0
risky	16.0
risky	45.0
risky	38.0
risky	15.0
risky	112.0
risky	16.0
risky	46.0
risky	22.0
risky	26.0
risky	45.0
risky	77.0
risky	80.0
risky	19.0
risky	53.0
risky	15.0
risky	44.0
risky	27.0
risky	56.0
risky	40.0
risky	33.0
risky	27.0
risky	19.0
risky	53.0
risky	26.0
risky	38.0
risky	77.0
risky	15.0
risky	22.0
risky	93.0
risky	33.0
risky	53.0
risky	31.0
risky	40.0
risky	13.0
risky	112.0
risky	55.0
risky	27.0
risky	38.0
risky	13.0
risky	93.0
risky	28.0
risky	32.0
risky	44.0
risky	13.0
risky	53.0
risky	32.0
risky	31.0
risky	64.0
risky	56.0
risky	38.0
risky	19.0
risky	46.0
risky	33.0
risky	22.0
risky	93.0
risky	64.0
risky	80.0
risky	27.0
risky	40.0
risky	33.0
risky	16.0
risky	80.0
risky	45.0
risky	38.0
risky	22.0
risky	23.0
risky	55.0
risky	66.0
risky	31.0
risky	77.0
risky	19.0
risky	45.0
risky	56.0
risky	44.0
risky	80.0
risky	11.0
risky	22.0
risky	23.0
risky	16.0
risky	77.0
risky	44.0
risky	22.0
risky	26.0
risky	64.0
risky	23.0
risky	32.0
risky	46.0
risky	112.0
risky	32.0
risky	40.0
risky	33.0
risky	20.0
risky	23.0
risky	72.0
risky	14.0
risky	80.0
risky	33.0
risky	23.0
risky	37.0
risky	13.0
risky	14.0
risky	80.0
risky	58.0
risky	47.0
risky	16.0
risky	40.0
risky	33.0
risky	20.0
risky	26.0
risky	58.0
risky	32.0
risky	46.0
risky	26.0
risky	20.0
risky	23.0
risky	41.0
risky	57.0
risky	25.0
risky	65.0
risky	14.0
risky	72.0
risky	26.0
risky	57.0
risky	16.0
risky	26.0
risky	25.0
risky	13.0
risky	23.0
risky	28.0
risky	58.0
risky	11.0
risky	20.0
risky	20.0
risky	29.0
risky	41.0
risky	32.0
risky	18.0
risky	57.0
risky	16.0
risky	18.0
risky	52.0
risky	23.0
risky	14.0
risky	51.0
risky	37.0
risky	47.0
risky	28.0
risky	16.0
risky	65.0
risky	13.0
risky	46.0
risky	36.0
risky	80.0
risky	51.0
risky	47.0
risky	37.0
risky	41.0
risky	18.0
risky	51.0
risky	33.0
risky	65.0
risky	18.0
risky	36.0
risky	28.0
risky	23.0
risky	52.0
risky	20.0
risky	46.0
risky	18.0
risky	80.0
risky	23.0
risky	46.0
risky	52.0
risky	40.0
risky	36.0
risky	32.0
risky	11.0
risky	23.0
risky	65.0
risky	28.0
risky	20.0
risky	57.0
risky	13.0
risky	18.0
risky	18.0
risky	40.0
risky	29.0
risky	20.0
risky	58.0
risky	29.0
risky	16.0
risky	52.0
risky	11.0
risky	11.0
risky	36.0
risky	16.0
risky	72.0
risky	51.0
risky	41.0
risky	47.0
risky	37.0
risky	29.0
risky	16.0
risky	72.0
risky	25.0
risky	16.0
risky	18.0
risky	23.0
risky	51.0
risky	57.0
risky	33.0
risky	23.0
risky	25.0
risky	16.0
risky	58.0
risky	23.0
risky	20.0
risky	65.0
risky	52.0
risky	16.0
risky	18.0
risky	80.0
risky	46.0
risky	80.0
risky	57.0
risky	36.0
risky	41.0
risky	18.0
risky	25.0
risky	47.0
risky	65.0
risky	36.0
risky	23.0
risky	11.0
risky	18.0
risky	52.0
risky	26.0
risky	20.0
risky	18.0
risky	23.0
risky	29.0
risky	14.0
risky	20.0
risky	26.0
risky	58.0
risky	33.0
risky	51.0
risky	14.0
risky	18.0
risky	20.0
risky	37.0
risky	80.0
risky	72.0
risky	40.0
risky	57.0
risky	20.0
risky	16.0
risky	14.0
risky	23.0
risky	16.0
risky	40.0
risky	72.0
risky	51.0
risky	52.0
risky	72.0
risky	13.0
risky	65.0
risky	28.0
risky	72.0
risky	80.0
risky	29.0
risky	33.0
risky	11.0
risky	28.0
risky	41.0
risky	47.0
risky	29.0
risky	18.0
risky	58.0
risky	16.0
risky	40.0
risky	29.0
risky	16.0
risky	20.0
risky	57.0
risky	37.0
risky	28.0
risky	20.0
risky	32.0
risky	65.0
risky	32.0
risky	16.0
risky	16.0
risky	41.0
risky	14.0
risky	26.0
risky	18.0
risky	20.0
risky	47.0
risky	23.0
risky	13.0
risky	36.0
risky	11.0
risky	33.0
risky	28.0
risky	18.0
risky	32.0
risky	51.0
risky	36.0
risky	46.0
risky	37.0
risky	40.0
risky	13.0
risky	52.0
risky	13.0
risky	46.0
risky	58.0
risky	47.0
risky	11.0
risky	23.0
risky	32.0
risky	25.0
risky	25.0
risky	46.0
risky	37.0
risky	26.0
risky	41.0
risky	61.0
risky	10.0
risky	41.0
risky	112.0
risky	15.0
risky	22.0
risky	36.0
risky	40.0
risky	18.0
risky	36.0
risky	50.0
risky	18.0
risky	65.0
risky	61.0
risky	45.0
risky	10.0
risky	80.0
risky	44.0
risky	65.0
risky	28.0
risky	29.0
risky	14.0
risky	30.0
risky	50.0
risky	29.0
risky	25.0
risky	12.0
risky	37.0
risky	75.0
risky	14.0
risky	41.0
risky	80.0
risky	30.0
risky	25.0
risky	12.0
risky	28.0
risky	41.0
risky	45.0
risky	12.0
risky	37.0
risky	26.0
risky	25.0
risky	112.0
risky	40.0
risky	32.0
risky	15.0
risky	56.0
risky	44.0
risky	29.0
risky	29.0
risky	37.0
risky	91.0
risky	20.0
risky	61.0
risky	20.0
risky	26.0
risky	18.0
risky	41.0
risky	10.0
risky	40.0
risky	32.0
risky	25.0
risky	28.0
risky	18.0
risky	65.0
risky	44.0
risky	26.0
risky	22.0
risky	45.0
risky	30.0
risky	18.0
risky	75.0
risky	61.0
risky	14.0
risky	56.0
risky	22.0
risky	30.0
risky	112.0
risky	20.0
risky	26.0
risky	22.0
risky	36.0
risky	20.0
risky	53.0
risky	75.0
risky	91.0
risky	14.0
risky	91.0
risky	37.0
risky	50.0
risky	22.0
risky	28.0
risky	32.0
risky	80.0
risky	75.0
risky	112.0
risky	80.0
risky	15.0
risky	18.0
risky	22.0
risky	22.0
risky	36.0
risky	18.0
risky	15.0
risky	40.0
risky	22.0
risky	18.0
risky	32.0
risky	53.0
risky	10.0
risky	50.0
risky	45.0
risky	56.0
risky	44.0
risky	12.0
risky	53.0
risky	65.0
risky	53.0
risky	56.0
risky	91.0
risky	112.0
risky	25.0
risky	30.0
risky	44.0
risky	12.0
risky	32.0
risky	53.0
risky	22.0
risky	91.0
risky	18.0
risky	40.0
risky	10.0
risky	61.0
risky	45.0
risky	37.0
risky	18.0
risky	15.0
risky	26.0
risky	56.0
risky	18.0
risky	56.0
risky	20.0
risky	26.0
risky	37.0
risky	14.0
risky	29.0
risky	25.0
risky	14.0
risky	80.0
risky	61.0
risky	29.0
risky	41.0
risky	22.0
risky	12.0
risky	112.0
risky	65.0
risky	75.0
risky	22.0
risky	28.0
risky	36.0
risky	29.0
risky	65.0
risky	44.0
risky	25.0
risky	30.0
risky	28.0
risky	12.0
risky	15.0
risky	10.0
risky	20.0
risky	26.0
risky	10.0
risky	65.0
risky	22.0
risky	12.0
risky	41.0
risky	37.0
risky	80.0
risky	61.0
risky	10.0
risky	18.0
risky	112.0
risky	30.0
risky	36.0
risky	22.0
risky	29.0
risky	45.0
risky	53.0
risky	45.0
risky	44.0
risky	36.0
risky	32.0
risky	112.0
risky	32.0
risky	22.0
risky	26.0
risky	50.0
risky	80.0
risky	14.0
risky	20.0
risky	91.0
risky	22.0
risky	18.0
risky	36.0
risky	28.0
risky	32.0
risky	15.0
risky	41.0
risky	50.0
risky	30.0
risky	20.0
risky	25.0
risky	75.0
risky	14.0
risky	56.0
risky	41.0
risky	18.0
risky	44.0
risky	53.0
risky	56.0
risky	75.0
risky	50.0
risky	40.0
risky	28.0
risky	18.0
risky	40.0
risky	65.0
risky	75.0
risky	15.0
risky	37.0
risky	40.0
risky	45.0
risky	22.0
risky	91.0
risky	50.0
risky	80.0
risky	61.0
risky	53.0
risky	91.0
risky	22.0
risky	54.0
risky	27.0
risky	44.0
risky	37.0
risky	13.0
risky	49.0
risky	32.0
risky	55.0
risky	30.0
risky	27.0
risky	22.0
risky	39.0
risky	13.0
risky	18.0
risky	44.0
risky	61.0
risky	24.0
risky	68.0
risky	24.0
risky	43.0
risky	68.0
risky	68.0
risky	32.0
risky	75.0
risky	44.0
risky	24.0
risky	55.0
risky	24.0
risky	12.0
risky	49.0
risky	75.0
risky	34.0
risky	11.0
risky	27.0
risky	43.0
risky	48.0
risky	13.0
risky	55.0
risky	17.0
risky	17.0
risky	49.0
risky	17.0
risky	68.0
risky	24.0
risky	54.0
risky	27.0
risky	22.0
risky	32.0
risky	39.0
risky	17.0
risky	24.0
risky	34.0
risky	35.0
risky	21.0
risky	27.0
risky	55.0
risky	16.0
risky	37.0
risky	35.0
risky	30.0
risky	61.0
risky	44.0
risky	12.0
risky	27.0
risky	43.0
risky	11.0
risky	48.0
risky	61.0
risky	16.0
risky	15.0
risky	19.0
risky	54.0
risky	39.0
risky	34.0
risky	17.0
risky	35.0
risky	16.0
risky	19.0
risky	61.0
risky	35.0
risky	27.0
risky	75.0
risky	16.0
risky	19.0
risky	24.0
risky	17.0
risky	15.0
risky	48.0
risky	30.0
risky	15.0
risky	12.0
risky	34.0
risky	32.0
risky	18.0
risky	19.0
risky	12.0
risky	37.0
risky	75.0
risky	11.0
risky	43.0
risky	21.0
risky	54.0
risky	15.0
risky	37.0
risky	21.0
risky	17.0
risky	22.0
risky	18.0
risky	18.0
risky	27.0
risky	21.0
risky	13.0
risky	18.0
risky	48.0
risky	30.0
risky	22.0
risky	15.0
risky	19.0
risky	75.0
risky	12.0
risky	11.0
risky	43.0
risky	27.0
risky	44.0
risky	35.0
risky	12.0
risky	18.0
risky	61.0
risky	37.0
risky	12.0
risky	55.0
risky	34.0
risky	37.0
risky	49.0
risky	11.0
risky	24.0
risky	35.0
risky	21.0
risky	75.0
risky	17.0
risky	35.0
risky	48.0
risky	24.0
risky	61.0
risky	17.0
risky	24.0
risky	34.0
risky	68.0
risky	30.0
risky	43.0
risky	16.0
risky	19.0
risky	27.0
risky	30.0
risky	48.0
risky	34.0
risky	55.0
risky	68.0
risky	22.0
risky	17.0
risky	39.0
risky	13.0
risky	49.0
risky	19.0
risky	21.0
risky	54.0
risky	11.0
risky	21.0
risky	49.0
risky	75.0
risky	32.0
risky	61.0
risky	27.0
risky	55.0
risky	24.0
risky	16.0
risky	15.0
risky	43.0
risky	37.0
risky	17.0
risky	12.0
risky	30.0
risky	44.0
risky	55.0
risky	27.0
risky	18.0
risky	16.0
risky	37.0
risky	19.0
risky	15.0
risky	27.0
risky	54.0
risky	32.0
risky	54.0
risky	61.0
risky	13.0
risky	39.0
risky	49.0
risky	21.0
risky	13.0
risky	17.0
risky	13.0
risky	43.0
risky	22.0
risky	48.0
risky	35.0
risky	27.0
risky	24.0
risky	17.0
risky	75.0
risky	15.0
risky	39.0
risky	68.0
risky	17.0
risky	32.0
risky	39.0
risky	54.0
risky	11.0
risky	24.0
risky	34.0
risky	17.0
risky	27.0
risky	32.0
risky	68.0
risky	18.0
risky	24.0
risky	44.0
risky	44.0
risky	16.0
risky	27.0
risky	24.0
risky	34.0
risky	13.0
risky	19.0
risky	47.0
risky	69.0
risky	38.0
risky	43.0
risky	11.0
risky	15.0
risky	27.0
risky	11.0
risky	21.0
risky	39.0
risky	47.0
risky	69.0
risky	34.0
risky	10.0
risky	30.0
risky	27.0
risky	10.0
risky	23.0
risky	78.0
risky	38.0
risky	21.0
risky	42.0
risky	27.0
risky	24.0
risky	21.0
risky	69.0
risky	10.0
risky	23.0
risky	27.0
risky	49.0
risky	55.0
risky	34.0
risky	55.0
risky	30.0
risky	42.0
risky	21.0
risky	78.0
risky	39.0
risky	17.0
risky	30.0
risky	15.0
risky	21.0
risky	34.0
risky	30.0
risky	19.0
risky	55.0
risky	30.0
risky	15.0
risky	15.0
risky	15.0
risky	15.0
risky	17.0
risky	49.0
risky	30.0
risky	69.0
risky	24.0
risky	61.0
risky	42.0
risky	43.0
risky	19.0
risky	34.0
risky	19.0
risky	43.0
risky	27.0
risky	54.0
risky	13.0
risky	61.0
risky	78.0
risky	11.0
risky	30.0
risky	13.0
risky	34.0
risky	27.0
risky	21.0
risky	24.0
risky	54.0
risky	17.0
risky	34.0
risky	38.0
risky	54.0
risky	24.0
risky	39.0
risky	23.0
risky	61.0
risky	30.0
risky	21.0
risky	61.0
risky	49.0
risky	39.0
risky	54.0
risky	19.0
risky	43.0
risky	34.0
risky	19.0
risky	23.0
risky	17.0
risky	17.0
risky	78.0
risky	38.0
risky	19.0
risky	27.0
risky	11.0
risky	17.0
risky	21.0
risky	13.0
risky	47.0
risky	55.0
risky	15.0
risky	47.0
risky	27.0
risky	15.0
risky	17.0
risky	10.0
risky	17.0
risky	49.0
risky	42.0
risky	17.0
risky	34.0
risky	54.0
risky	17.0
risky	17.0
risky	55.0
risky	55.0
risky	11.0
risky	78.0
risky	69.0
risky	21.0
risky	27.0
risky	38.0
risky	49.0
risky	55.0
risky	15.0
risky	27.0
risky	23.0
risky	30.0
risky	30.0
risky	23.0
risky	38.0
risky	69.0
risky	47.0
risky	54.0
risky	61.0
risky	42.0
risky	15.0
risky	23.0
risky	78.0
risky	27.0
risky	34.0
risky	54.0
risky	42.0
risky	30.0
risky	23.0
risky	43.0
risky	43.0
risky	47.0
risky	61.0
risky	30.0
risky	27.0
risky	69.0
risky	34.0
risky	10.0
risky	42.0
risky	27.0
risky	27.0
risky	17.0
risky	17.0
risky	39.0
risky	61.0
risky	21.0
risky	13.0
risky	15.0
risky	54.0
risky	19.0
risky	34.0
risky	30.0
risky	78.0
risky	42.0
risky	19.0
risky	27.0
risky	38.0
risky	24.0
risky	17.0
risky	47.0
risky	19.0
risky	78.0
risky	27.0
risky	24.0
risky	43.0
risky	19.0
risky	30.0
risky	19.0
risky	19.0
risky	38.0
risky	34.0
risky	13.0
risky	15.0
risky	21.0
risky	34.0
risky	24.0
risky	17.0
risky	39.0
risky	19.0
risky	69.0
risky	19.0
risky	24.0
risky	61.0
risky	47.0
risky	10.0
risky	49.0
risky	30.0
risky	15.0
risky	21.0
risky	39.0
risky	43.0
risky	21.0
risky	49.0
risky	11.0
risky	15.0
risky	15.0
risky	17.0
risky	34.0
risky	11.0
risky	11.0
risky	55.0
risky	21.0
risky	13.0
risky	15.0
risky	30.0
risky	40.0
risky	37.0
risky	34.0
risky	34.0
risky	96.0
risky	50.0
risky	52.0
risky	21.0
risky	29.0
risky	30.0
risky	34.0
risky	48.0
risky	13.0
risky	52.0
risky	18.0
risky	25.0
risky	24.0
risky	40.0
risky	30.0
risky	82.0
risky	41.0
risky	28.0
risky	25.0
risky	24.0
risky	56.0
risky	21.0
risky	18.0
risky	80.0
risky	43.0
risky	60.0
risky	58.0
risky	35.0
risky	21.0
risky	17.0
risky	29.0
risky	56.0
risky	28.0
risky	21.0
risky	34.0
risky	43.0
risky	26.0
risky	13.0
risky	28.0
risky	25.0
risky	82.0
risky	24.0
risky	70.0
risky	26.0
risky	29.0
risky	68.0
risky	25.0
risky	80.0
risky	68.0
risky	28.0
risky	56.0
risky	24.0
risky	96.0
risky	35.0
risky	70.0
risky	96.0
risky	43.0
risky	112.0
risky	60.0
risky	80.0
risky	58.0
risky	96.0
risky	70.0
risky	112.0
risky	30.0
risky	68.0
risky	60.0
risky	20.0
risky	41.0
risky	41.0
risky	29.0
risky	82.0
risky	17.0
risky	13.0
risky	50.0
risky	68.0
risky	52.0
risky	41.0
risky	37.0
risky	13.0
risky	82.0
risky	18.0
risky	56.0
risky	17.0
risky	17.0
risky	60.0
risky	52.0
risky	26.0
risky	15.0
risky	15.0
risky	80.0
risky	58.0
risky	112.0
risky	18.0
risky	70.0
risky	37.0
risky	40.0
risky	26.0
risky	20.0
risky	48.0
risky	112.0
risky	30.0
risky	37.0
risky	43.0
risky	50.0
risky	48.0
risky	20.0
risky	58.0
risky	35.0
risky	15.0
risky	50.0
risky	20.0
risky	35.0
risky	40.0
risky	15.0
risky	20.0
risky	56.0
risky	15.0
risky	112.0
risky	26.0
risky	80.0
risky	40.0
risky	17.0
risky	41.0
risky	58.0
risky	60.0
risky	34.0
risky	25.0
risky	13.0
risky	58.0
risky	70.0
risky	13.0
risky	21.0
risky	48.0
risky	60.0
risky	30.0
risky	28.0
risky	41.0
risky	17.0
risky	58.0
risky	68.0
risky	20.0
risky	18.0
risky	25.0
risky	40.0
risky	96.0
risky	24.0
risky	40.0
risky	82.0
risky	43.0
risky	25.0
risky	70.0
risky	29.0
risky	43.0
risky	25.0
risky	21.0
risky	17.0
risky	20.0
risky	56.0
risky	30.0
risky	28.0
risky	34.0
risky	18.0
risky	30.0
risky	52.0
risky	41.0
risky	112.0
risky	96.0
risky	30.0
risky	80.0
risky	26.0
risky	70.0
risky	37.0
risky	20.0
risky	29.0
risky	60.0
risky	68.0
risky	48.0
risky	112.0
risky	15.0
risky	35.0
risky	21.0
risky	13.0
risky	24.0
risky	37.0
risky	21.0
risky	50.0
risky	34.0
risky	35.0
risky	29.0
risky	18.0
risky	40.0
risky	96.0
risky	24.0
risky	35.0
risky	26.0
risky	43.0
risky	80.0
risky	43.0
risky	56.0
risky	52.0
risky	37.0
risky	68.0
risky	112.0
risky	28.0
risky	34.0
risky	35.0
risky	58.0
risky	26.0
risky	80.0
risky	70.0
risky	18.0
risky	29.0
risky	28.0
risky	13.0
risky	37.0
risky	96.0
risky	60.0
risky	50.0
risky	52.0
risky	50.0
risky	82.0
risky	68.0
risky	41.0
risky	48.0
risky	56.0
risky	15.0
risky	52.0
risky	17.0
risky	15.0
risky	82.0
risky	24.0
risky	82.0
risky	48.0
risky	50.0
risky	16.0
risky	42.0
risky	26.0
risky	24.0
risky	9.0
risky	34.0
risky	13.0
risky	42.0
risky	24.0
risky	34.0
risky	12.0
risky	16.0
risky	26.0
risky	13.0
risky	21.0
risky	42.0
risky	15.0
risky	19.0
risky	33.0
risky	13.0
risky	10.0
risky	30.0
risky	23.0
risky	14.0
risky	13.0
risky	47.0
risky	48.0
risky	38.0
risky	21.0
risky	29.0
risky	29.0
risky	66.0
risky	21.0
risky	47.0
risky	19.0
risky	38.0
risky	12.0
risky	53.0
risky	19.0
risky	13.0
risky	27.0
risky	38.0
risky	15.0
risky	21.0
risky	14.0
risky	15.0
risky	23.0
risky	21.0
risky	48.0
risky	38.0
risky	48.0
risky	9.0
risky	23.0
risky	12.0
risky	53.0
risky	21.0
risky	66.0
risky	16.0
risky	59.0
risky	33.0
risky	59.0
risky	66.0
risky	16.0
risky	14.0
risky	23.0
risky	19.0
risky	27.0
risky	33.0
risky	26.0
risky	17.0
risky	26.0
risky	38.0
risky	34.0
risky	29.0
risky	19.0
risky	43.0
risky	43.0
risky	10.0
risky	14.0
risky	27.0
risky	43.0
risky	30.0
risky	48.0
risky	43.0
risky	13.0
risky	33.0
risky	53.0
risky	30.0
risky	29.0
risky	10.0
risky	47.0
risky	24.0
risky	38.0
risky	38.0
risky	19.0
risky	30.0
risky	17.0
risky	24.0
risky	17.0
risky	59.0
risky	17.0
risky	21.0
risky	9.0
risky	13.0
risky	59.0
risky	38.0
risky	12.0
risky	19.0
risky	47.0
risky	10.0
risky	53.0
risky	9.0
risky	42.0
risky	19.0
risky	21.0
risky	66.0
risky	34.0
risky	27.0
risky	13.0
risky	15.0
risky	17.0
risky	24.0
risky	19.0
risky	42.0
risky	14.0
risky	13.0
risky	30.0
risky	12.0
risky	66.0
risky	15.0
risky	23.0
risky	42.0
risky	14.0
risky	26.0
risky	66.0
risky	17.0
risky	47.0
risky	19.0
risky	15.0
risky	12.0
risky	23.0
risky	59.0
risky	34.0
risky	30.0
risky	33.0
risky	9.0
risky	14.0
risky	59.0
risky	12.0
risky	38.0
risky	27.0
risky	16.0
risky	21.0
risky	30.0
risky	33.0
risky	59.0
risky	13.0
risky	26.0
risky	16.0
risky	21.0
risky	19.0
risky	21.0
risky	34.0
risky	27.0
risky	34.0
risky	19.0
risky	66.0
risky	13.0
risky	43.0
risky	38.0
risky	48.0
risky	47.0
risky	21.0
risky	16.0
risky	66.0
risky	21.0
risky	47.0
risky	19.0
risky	24.0
risky	27.0
risky	13.0
risky	15.0
risky	19.0
risky	17.0
risky	38.0
risky	29.0
risky	34.0
risky	38.0
risky	13.0
risky	53.0
risky	9.0
risky	43.0
risky	59.0
risky	42.0
risky	17.0
risky	14.0
risky	15.0
risky	48.0
risky	13.0
risky	10.0
risky	19.0
risky	43.0
risky	23.0
risky	38.0
risky	21.0
risky	53.0
risky	10.0
risky	9.0
risky	27.0
risky	48.0
risky	9.0
risky	53.0
risky	38.0
risky	48.0
risky	29.0
risky	53.0
risky	19.0
risky	38.0
risky	38.0
risky	24.0
risky	12.0
risky	30.0
risky	13.0
risky	10.0
risky	33.0
risky	47.0
risky	29.0
risky	23.0
risky	21.0
risky	24.0
risky	42.0
risky	29.0
risky	10.0
risky	16.0
risky	21.0
risky	26.0
risky	26.0
risky	13.0
risky	43.0
risky	33.0
risky	28.0
risky	15.0
risky	35.0
risky	19.0
risky	15.0
risky	14.0
risky	35.0
risky	22.0
risky	28.0
risky	12.0
risky	17.0
risky	44.0
risky	12.0
risky	17.0
risky	35.0
risky	27.0
risky	11.0
risky	17.0
risky	39.0
risky	44.0
risky	31.0
risky	25.0
risky	8.0
risky	24.0
risky	11.0
risky	27.0
risky	12.0
risky	22.0
risky	25.0
risky	44.0
risky	13.0
risky	24.0
risky	8.0
risky	27.0
risky	39.0
risky	11.0
risky	12.0
risky	22.0
risky	35.0
risky	55.0
risky	12.0
risky	15.0
risky	62.0
risky	27.0
risky	22.0
risky	8.0
risky	55.0
risky	31.0
risky	17.0
risky	12.0
risky	13.0
risky	19.0
risky	44.0
risky	24.0
risky	19.0
risky	31.0
risky	44.0
risky	15.0
risky	31.0
risky	19.0
risky	17.0
risky	44.0
risky	62.0
risky	35.0
risky	15.0
risky	31.0
risky	44.0
risky	13.0
risky	39.0
risky	39.0
risky	15.0
risky	14.0
risky	17.0
risky	9.0
risky	19.0
risky	28.0
risky	35.0
risky	28.0
risky	12.0
risky	55.0
risky	19.0
risky	39.0
risky	49.0
risky	44.0
risky	9.0
risky	11.0
risky	55.0
risky	39.0
risky	24.0
risky	22.0
risky	39.0
risky	31.0
risky	25.0
risky	62.0
risky	9.0
risky	35.0
risky	62.0
risky	12.0
risky	8.0
risky	22.0
risky	39.0
risky	14.0
risky	49.0
risky	31.0
risky	15.0
risky	15.0
risky	49.0
risky	22.0
risky	22.0
risky	25.0
risky	17.0
risky	9.0
risky	19.0
risky	35.0
risky	19.0
risky	13.0
risky	14.0
risky	49.0
risky	31.0
risky	17.0
risky	15.0
risky	15.0
risky	12.0
risky	13.0
risky	39.0
risky	17.0
risky	12.0
risky	25.0
risky	12.0
risky	44.0
risky	35.0
risky	13.0
risky	28.0
risky	14.0
risky	39.0
risky	24.0
risky	39.0
risky	17.0
risky	25.0
